,Unnamed: 0,Site_EUI,pos,Tax_Parcel,Years_Repo,Site_Energ,Gross_Sq_F,GHG_Emissi,ZIP,ShapeSTLen,EnergyStar,Pct_Gas,Reported,Pct_Electr,Address,GHG_Intens,Year_Built,Property_T,Water_Inte
879,879,202.8," -71.1168962244973,42.2672317335539",0402245045 0402245042,"2015, 2016",20471447.0,100961.0,1351.1,2115,1098.08958, ,0.704735,Yes,0.295265,316 Huntington Avenue,13.4,2014,Fitness Center/Health Club/Gym,52.960054
880,880,94.5," -71.0818502,42.3449757",400864000,"2015, 2016",27148531.6,287281.0,2046.9,2115,696.811181,10,0.489326,Yes,0.510674,150 Huntington Avenue,7.1,1980,Multifamily Housing,61.760437
881,881,33.5," -71.0633094302093,42.3550299474621",304850000,"2015, 2016",10062191.5,300000.0,933.9,2111,749.65294,99,0.090082,Yes,0.909918,151 Tremont Street,3.1,1967,Multifamily Housing,34.639667
882,882,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2135,736.877087, ,0.0,No,0.0, ,0.0, , ,0.0
883,883,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2127,1442.239961, ,0.0,No,0.0, ,0.0, , ,0.0
884,884,65.0," -71.0811192,42.3327667",305484010,"2015, 2016",7161419.3,110224.0,454.7,2111,1188.485354,93,0.762189,Yes,0.237811,888 Washington Street,4.1,1994,Multifamily Housing,59.834519
885,885,69.6," -71.0926912,42.3469348",503207200,"2015, 2016",3787546.3,54384.0,312.8,2116,343.831571, ,0.324405,Yes,0.675595,755 Boylston Street,5.8,1860,Multifamily Housing,18.542218
886,886,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2215,481.291525, ,0.0,No,0.0, ,0.0, , ,0.0
887,887,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2215,376.63124, ,0.0,No,0.0, ,0.0, , ,0.0
888,888,71.8," -71.0811192,42.3327667",903130010,"2015, 2016",3560269.0,49588.0,259.1,2119,431.286988,39,0.549379,Yes,0.450621,2311 Washington st,5.2,2012,Multifamily Housing,32.729693
889,889,418.2," -71.107002375005,42.3354176974398",1000247010,"2015, 2016",182392588.5,436095.9,14332.0,2115,743.872771,1,0.0,Yes,0.401333,70 Francis Street,32.9,2008,Hospital (General Medical & Surgical),73.652607
890,890,74.1," -71.088299525,42.3451319",401452000,"2015, 2016",11340900.2,152987.0,732.9,2115,848.451074,68,0.736134,Yes,0.263866,100 Norway Street,4.8,1972,Multifamily Housing,34.097668
891,891,60.3," -71.0676568756106,42.3403492042469",801080000,"2015, 2016",5171306.1,85828.0,342.5,2118,814.288844,80,0.699271,Yes,0.300729,89 Union Park St,4.0,1986,Multifamily Housing,40.162884
892,892,0.0," -71.072164,42.344209",400206000,"2014, 2015, 2016",0.0,0.0,0.0,2116,495.361138, ,0.0,Yes,0.0,2 Clarendon Street,0.0,1985,Not Available,0.0
893,893,79.9," -71.0724730625,42.33804009375",801385002,"2015, 2016",15488807.3,193816.0,937.4,2118,1097.888838,70,0.830178,Yes,0.169822,11 East Newton Street,4.8,1867,Multifamily Housing,35.520803
894,894,59.4," -71.066815,42.362514",300670000,"2015, 2016",7704342.4,129648.0,516.3,2114,626.883835,86,0.681497,Yes,0.318503,33 Blossom Street,4.0,1978,Multifamily Housing,36.609898
895,895,58.9," -71.1064048,42.3501002",503924000,"2015, 2016",11736591.7,199419.0,793.6,2115,1285.746267,82,0.66751,Yes,0.33249,488 Commonwealth Avenue,4.0,1978,Multifamily Housing,37.685476
896,896,133.9," -71.119221,42.270593",401053010,"2015, 2016",23791388.9,177636.0,1836.5,2116,665.967679,1,0.121926,Yes,0.408936,1 Huntington Ave.,10.3,2001,Multifamily Housing,28.432863
897,897,67.8," -71.0989690872309,42.3420453614205",504281010,"2015, 2016",5474438.5,80731.0,393.1,2115,580.935906,71,0.571511,Yes,0.428489,108 Kilmarnock Street,4.9,1995,Multifamily Housing,46.798628
898,898,119.2," -71.101052,42.33538",1000015000,"2015, 2016",25027873.8,210000.0,1526.5,2115,407.779918,23,0.819487,Yes,0.180513,650 Huntington Avenue,7.3,2012,Multifamily Housing,45.025238
899,899,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2115,423.143347, ,0.0,No,0.0, ,0.0, , ,0.0
900,900,64.3," -71.1013600072556,42.3443814587463",2100051018,"2015, 2016",9182078.7,142773.0,715.4,2215,703.670949,25,0.431698,Yes,0.568302,170 Brookline Avenue,5.0,2006,Multifamily Housing,37.932943
901,901,0.0," -71.1064048,42.3501002",503916000,"2014, 2015, 2016",5279676.6,0.0,385.4,2215,697.65468, ,0.544521,Yes,0.455479,464-466 Commonwealth Avenue,0.0,1982,Not Available,0.0
902,902,0.0," -71.155483,42.338934",2102476000,"2014, 2015, 2016",4220179.5,0.0,273.3,2135,802.401387, ,0.733069,Yes,0.266931,1933 Commonwealth Avenue,0.0,1988,Not Available,0.0
903,903,0.0," -71.0913976131316,42.342946397168",401719000,"2014, 2015, 2016",1236220.0,0.0,93.5,2115,659.595823, ,0.483083,Yes,0.516917,70-74 The Fenway,0.0,1981,Not Available,0.0
904,904,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2134,1025.71994, ,0.0,No,0.0, ,0.0, , ,0.0
905,905,0.0," -71.1064048,42.3501002",2102476000,"2014, 2015, 2016",3644705.8,0.0,219.8,2134,524.08114, ,0.835164,Yes,0.164836,1254-1258 Commonwealth Avenue,0.0,1986,Not Available,0.0
906,906,61.7," -71.1554981781877,42.2608576393408",2011777000,"2015, 2016",2740124.1,44390.0,185.3,2132,452.566662,67,0.667506,Yes,0.332494,20 Cheriton Road,4.2,1986,Multifamily Housing,35.260194
907,907,40.0," -71.1555014097092,42.2608635071036",2011777010,"2015, 2016",3210401.4,80340.0,228.2,2132,373.571127,96,0.5885,Yes,0.4115,18 Cheriton Road,2.8,2012,Multifamily Housing,23.837441
908,908,60.4," -71.1109849,42.329525",1001490000,"2015, 2016",7223555.7,119531.0,473.2,2130,645.224418,79,0.715987,Yes,0.284013,100 South Huntington Avenue,4.0,1978,Multifamily Housing,37.837046
909,909,72.9," -71.0574677142857,42.3647988571429",301498000,"2015, 2016",6937076.6,95176.0,431.6,2113,802.732994,55,0.791488,Yes,0.208512,130 Endicott Street,4.5,1980,Multifamily Housing,24.617551
910,910,91.0," -71.0609106323711,42.3530432637672",304506000,"2015, 2016",5622328.8,61764.0,392.2,2111,297.056298,11,0.618574,Yes,0.381426,115 Chauncy Street,6.3,1900,Multifamily Housing,81.026164
911,911,54.9," -71.1177187843025,42.2899265133212",1904952000,"2015, 2016",3551950.5,64667.0,212.6,2130,974.967205,94,0.845269,Yes,0.154731,6 Southbourne Road,3.3,1979,Multifamily Housing,35.752393
912,912,0.0," -71.0413626,42.3470211",602833000,"2014, 2015, 2016",0.0,13146.0,0.0,2210,475.38181, ,0.0,Yes,0.0,437 D Street,0.0,1996,Multifamily Housing,0.0
913,913,72.0," -71.0811192,42.3327667",2101991000,"2015, 2016",14518884.7,201670.0,906.0,2135,1001.901048,83,0.787147,Yes,0.212853,30 Washington St,4.5,1995,Multifamily Housing,10.543462
914,914,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2210,1053.667831, ,0.0,No,0.0, ,0.0, , ,0.0
915,915,68.9," -71.0530338721334,42.4109028009687",1809143010,"2015, 2016",3227962.2,46834.0,213.2,2136,776.247924,31,0.703518,Yes,0.296482,39 Maple Avenue,4.6,2000,Multifamily Housing,24.81744
916,916,68.2," -71.1216379136386,42.3676953868899",2200533000,"2014, 2015, 2016",3018183.6,44232.0,211.3,2134,671.793276, ,0.0,Yes,0.119151,780 Soldiers Field Rd,4.8,1964,Fitness Center/Health Club/Gym,1.686562
917,917,124.4," -71.1180078573548,42.2739547862518",1806881000,"2015, 2016",9626873.0,77407.0,572.3,2136,1115.089227,18,0.854858,Yes,0.145142,145 Navarre St,7.4,1964,Multifamily Housing,5894.481119
918,918,133.8," -71.0469743333333,42.3347566666667",Not Available,"2015, 2016",27006436.5,201858.0,1706.0,2127,1874.009022,25,0.769517,Yes,0.230483,130 Dorchester Street,8.5,1964,Senior Care Community,0.0
919,919,0.0," -71.0580107142857,42.3590201428571",302886000,"2015, 2016",0.0,127134.3,0.0,2108,662.078755, ,0.0,Yes,0.0,17 Court St.,0.0,1908,Barracks,45.214391
920,920,0.0," -71.0541072,42.3541385",Not Available,"2014, 2015, 2016",0.0,69553.0,0.0,2210,576.968798, ,0.0,Yes,0.0,303 Congress Street,0.0,2004,Office,10.87516
921,921,4.1," -71.0503041624813,42.3622483082847",303028406,"2015, 2016",496727.1,121932.0,38.5,2110,1114.630161, ,0.440288,Yes,0.559713,49 Commercial Wharf,0.3,1830,Multifamily Housing,23.431093
922,922,46.8," -71.0644110437234,42.3631565",300470000,"2015, 2016",46522112.5,994177.0,3840.6,2114,1059.311295,69,0.325215,Yes,0.674696,5 Longfellow Place,3.9,1975,Multifamily Housing,23.837405
923,923,79.9," -71.0644110437234,42.3631565",300449000,"2015, 2016",40729234.4,509460.0,2804.0,2114,1098.846616,33,0.63922,Yes,0.360332,5 Longfellow Place,5.5,1962,Multifamily Housing,30.118164
924,924,70.1," -71.0689364166667,42.3643262708333",300449000,"2015, 2016",26059046.2,371580.0,1962.3,2114,2156.627913,40,0.488401,Yes,0.505652,4 Emerson Place,5.3,2008,Multifamily Housing,36.860703
925,925,76.7," -71.0621141805696,42.3519422",304965012,"2015, 2016",46916960.7,611442.0,3375.5,2111,929.054507,24,0.568374,Yes,0.431626,660 Washington St.,5.5,2006,Multifamily Housing,31.565709
926,926,52.6," -71.0608937,42.3654203",301570001,"2015, 2016",17637227.4,335514.0,1331.3,2114,1271.019894,78,0.487326,Yes,0.512674,101 Canal St.,4.0,2009,Multifamily Housing,30.686648
927,927,74.7," -71.1004297,42.3339992",1000016000,"2015, 2016",23159350.4,309959.0,1462.0,2120,611.093024,80,0.770495,Yes,0.229505,75 Saint Alphonsus St.,4.7,1970,Multifamily Housing,49.647534
928,928,67.5," -71.1552463606664,42.2644490446296",2003041000,"2015, 2016",9642843.9,142900.0,621.1,2132,1654.429479,83,0.741221,Yes,0.258779,30 Rockingham Ave.,4.3,1974,Multifamily Housing,31.986704
929,929,119.9," -71.0759748571429,42.2981841428571",2200530000,"2014, 2015, 2016",5995332.1,50000.0,462.3,2163,437.500437, ,0.449874,Yes,0.550126,51 N Harvard St,9.2,2013,College/University,6.25
930,930,79.0," -71.0761021,42.3469394",400600040,"2015, 2016",25853154.1,327174.0,1814.7,2116,3802.997733,46,0.608595,Yes,0.391405,130 Dartmouth Street,5.5,1987,Multifamily Housing,40.325637
931,931,41.5," -71.0794079259259,42.3490171481481",401037085,"2015, 2016",11161277.9,268850.0,867.7,2116,315.761397,86,0.435461,Yes,0.564539,77 Exeter Street,3.2,2014,Multifamily Housing,19.843779
932,932,92.5," -71.0926912,42.3469348",401037010,"2015, 2016",26936226.1,291222.0,1853.9,2199,508.202501,43,0.032967,Yes,0.094369,790 Boylston Street,6.4,1968,Multifamily Housing,28.810323
933,933,97.1," -71.0926912,42.3469348",401037050,"2015, 2016",27872154.6,287111.0,2069.1,2199,504.298046,10,0.0,Yes,0.258209,780 Boylston Street,7.2,1968,Multifamily Housing,30.480198
934,934,96.1," -71.0926912,42.3469348",401037075,"2015, 2016",27477660.8,286043.0,2034.7,2199,550.127526,12,0.0,Yes,0.252079,770 Boylston Street,7.1,1968,Multifamily Housing,28.600595
935,935,64.1," -71.05999525,42.353665875",304557000,"2014, 2015, 2016",9098764.1,141980.0,822.3,2111,490.51368,75,0.146075,Yes,0.853925,38 Chauncy Street,5.8,1928,Office,12.401042
936,936,127.3," -71.0811192,42.3327667",1100915000,"2015, 2016",17435506.9,137012.0,1213.7,2119,351.50627, ,0.62185,Yes,0.37815,2875 Washington Street,8.9,1985,Other - Lodging/Residential,30.917
937,937,19.4," -71.1381494,42.359862",2200966000,"2014, 2015, 2016",2240884.2,115577.0,122.0,2135,1771.626444,100,0.969965,Yes,0.030035,100 Holton St,1.1,1975,Office,7.537832
938,938,0.1," -71.0585793294118,42.3504935882353",2200969000,"2014, 2015, 2016",30712.4,450000.0,3.0,2135,1626.286469,100,0.0,Yes,1.000001,176 Lincoln St,0.0,2002,Office,0.0
939,939,117.7," -71.0510155,42.3506088",304560000,"2014, 2015, 2016",15176551.8,128961.0,1213.0,2111,554.358076,44,0.38544,Yes,0.61456,55 Summer Street,9.4,1976,Office,11.574817
940,940,59.8," -71.0520073899824,42.3625291667345",303551000,"2015, 2016",10457468.7,174895.0,704.9,2109,1220.477484,79,0.6724,Yes,0.3276,145 Commercial St,4.0,1976,Multifamily Housing,25.096201
941,941,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2122,733.944607, ,0.0,No,0.0, ,0.0, , ,0.0
942,942,78.3," -71.0636486539056,42.3544067488542",304842000,"2015, 2016",7566994.8,96696.0,553.7,2111,299.923379,38,0.540228,Yes,0.459772,170 Tremont St,5.7,1985,Multifamily Housing,38.76272
943,943,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2108,381.603534, ,0.0,No,0.0, ,0.0, , ,0.0
944,944,40.8," -71.0961315,42.3490383",2102439200,"2015, 2016",7657602.5,187885.0,535.7,2467,832.260018,94,0.613865,Yes,0.386135,2400 Beacon Street,2.9,2006,Multifamily Housing,22.575512
945,945,52.2," -71.0594133323292,42.3041172590362",1500507000,"2015, 2016",3100849.2,59400.0,265.0,2122,639.802006,71,0.258706,Yes,0.741294,10 Ellet St,4.5,1983,Multifamily Housing,44.835017
946,946,49.5," -71.0363434166667,42.3701325",105343100,"2015, 2016",4954296.6,100000.0,320.4,2128,694.542633,94,0.7352,Yes,0.2648,54 Orleans St,3.2,1979,Multifamily Housing,18.15
947,947,54.7," -71.063031,42.348766",305424030,"2015, 2016",19147988.9,350000.0,1418.6,2111,957.672485,47,0.519389,Yes,0.480611,1 Nassau St,4.1,2001,Multifamily Housing,45.920571
948,948,71.4," -71.07032825,42.31117625",1502411010,"2015, 2016",2973898.0,41632.0,202.2,2125,531.953741,67,0.659317,Yes,0.340683,392 Columbia Rd,4.9,2005,Multifamily Housing,42.815623
949,949,46.4," -71.1158979,42.27598",1405196900,"2015, 2016",2763244.3,59580.0,197.2,2124,677.59677,76,0.581306,Yes,0.418694,305 American Legion Hwy,3.3,2012,Multifamily Housing,18.227593
950,950,94.8," -71.0905976960567,42.3110253451342",1202282000,"2015, 2016",1409279.8,14860.0,81.6,2121,257.23563, ,0.889826,Yes,0.110174,9 Hutchings St,5.5,1930,Multifamily Housing,49.273217
951,951,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2118,753.382921, ,0.0,No,0.0, ,0.0, , ,0.0
952,952,0.0," -71.0595677,42.3604823",01829-000,"2015, 2016",0.0,103000.0,0.0,2135,970.111403, ,0.0,Yes,0.0,1455,0.0,1968,Multifamily Housing,28.770874
953,953,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2134,985.640086, ,0.0,No,0.0, ,0.0, , ,0.0
954,954,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2215,359.31132, ,0.0,No,0.0, ,0.0, , ,0.0
955,955,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2118,488.636826, ,0.0,No,0.0, ,0.0, , ,0.0
956,956,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2115,790.221666, ,0.0,No,0.0, ,0.0, , ,0.0
957,957,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2118,430.405503, ,0.0,No,0.0, ,0.0, , ,0.0
958,958,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2118,398.348692, ,0.0,No,0.0, ,0.0, , ,0.0
959,959,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2118,724.330073, ,0.0,No,0.0, ,0.0, , ,0.0
960,960,59.0," -71.0793831234051,42.3458832275",400972000,"2015, 2016",6833420.2,115806.0,661.1,2116,1129.809985, ,0.0,Yes,1.0,32 Garrison Street,5.7,1985,Multifamily Housing,0.0
961,961,65.0," -71.1523767302442,42.34070771168",02538-000,"2015, 2016",6113360.2,94068.0,360.1,2135,708.727036,87,0.867444,Yes,0.132556,125 Chiswick Rd,3.8,1963,Multifamily Housing,23.632904
962,962,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2113,798.26722, ,0.0,No,0.0, ,0.0, , ,0.0
963,963,30.1," -71.1146435327904,42.3064431",1103125000,"2015, 2016",1296914.8,43037.0,125.5,2130,568.5909, ,0.0,Yes,1.0,90 South Street,2.9,1982,Other - Lodging/Residential,37.321375
964,964,59.8," -71.0474192653061,42.2806801428571",1604327000,"2015, 2016",16705040.5,279125.0,1057.5,2124,1486.618305, ,0.766502,Yes,0.233498,151 Hallet Street,3.8,1979,Multifamily Housing,27.854187
965,965,56.2," -71.0561463844771,42.3094065433977",1503123000,"2015, 2016",7948575.3,141325.0,505.6,2125,885.813438,92,0.759384,Yes,0.240616,130 Auckland Street,3.6,1982,Multifamily Housing,35.817442
966,966,37.2," -71.0445142535569,42.3520846127096",Not Available,2016,15607078.6,419826.0,1239.8,2210,513.784382, ,0.396694,Yes,0.603306,142 Northern Avenue,3.0,2006,Multifamily Housing,0.0
967,967,66.5," -71.06199096875,42.3566345625",Not Available,2016,4170999.9,62699.0,221.5,2135,675.322531,99,1.0,Yes,0.0,109-111 Tremont Street,3.5,1972,Multifamily Housing,42.898611
968,968,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2132,2942.75446, ,0.0,No,0.0, ,0.0, , ,0.0
969,969,68.8," -71.0780905625,42.3822788125",202125000,"2015, 2016",9117782.2,132614.0,780.8,2129,1091.923718, ,0.254733,Yes,0.745267,56 Roland Street,5.9,1910,Other,6.199195
970,970,53.4," -71.0620268157895,42.3563433684211",2203713000,"2015, 2016",3849055.8,72040.0,253.4,2135,814.626339, ,0.708719,Yes,0.291281,121 Tremont Street,3.5,1979,Other - Lodging/Residential,34.941699
971,971,103.8," -71.0563150694444,42.3537887083333",304379000,"2015, 2016",7923257.5,76323.0,766.5,2110,434.11484, ,0.0,Yes,1.0,176 Federal Street,10.0,1900,Office,16.001729
972,972,45.8," -71.0600803265306,42.3663393061224",301536000,"2015, 2016",19515725.9,425709.0,1544.6,2114,1076.97409,67,0.403405,Yes,0.596595,110 Beverly St,3.6,2013,Multifamily Housing,17.218804
973,973,58.5," -71.0908639288043,42.2695878077295",1801010000 1801012000,"2015, 2016",2843801.3,48580.0,182.6,2126,390.026908,84,0.746067,Yes,0.253933,415 River Street,3.8,1965,Multifamily Housing,58.454096
974,974,123.2," -71.0591248163265,42.3663090204082",2.03E+28,"2015, 2016",34983233.1,283936.0,2233.9,2129,14499.50563,12,0.753831,Yes,0.246169,89 Medford Street,7.9,1971,Multifamily Housing,96.764764
975,975,62.0," -71.0811192,42.3327667",304896020,"2015, 2016",19573498.5,315480.0,1583.7,2111,554.026062, ,0.362919,Yes,0.637081,665 Washington Street,5.0,2013,Multifamily Housing,33.894383
976,976,71.5," -71.0413626,42.3470211",602842000,"2015, 2016",17014617.9,237984.0,1345.3,2210,980.728795, ,0.40514,Yes,0.59486,411 D Street,5.7,2014,Multifamily Housing,11.633555
977,977,133.0," -71.1297406,42.300755",2003594000,"2015, 2016",22979879.8,172770.0,1497.5,2130,1548.118009,4,0.723829,Yes,0.276171,44 Allandale Street,8.7,1996,Senior Care Community,27.232158
978,978,58.3," -71.15212,42.26565",2012245000,"2015, 2016",5180106.7,88818.0,322.3,2132,625.651855, ,0.791316,Yes,0.208684,5050 Washington Street,3.6,1983,Other - Lodging/Residential,36.224639
979,979,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2132,1064.786297, ,0.0,No,0.0, ,0.0, , ,0.0
980,980,26.8," -71.1328552901675,42.3479509393336",2101539000,"2015, 2016",2553517.1,95220.0,247.0,2134,1143.544485, ,0.0,Yes,1.0,59 Brainerd Road,2.6,1988,Other - Lodging/Residential,21.99958
981,981,152.7," -71.1283953734372,42.2842441319359",Not Available,"2015, 2016",8878911.1,58153.0,595.5,2131,1501.236041, ,0.680054,Yes,0.319946,120 Poplar Street,10.2,1987,Other - Lodging/Residential,53.123657
982,982,74.0," -71.052248,42.3444276666667",602750030,"2015, 2016",3886494.3,52500.0,300.5,2210,372.422766,59,0.445331,Yes,0.554669,5 Channel Center Street,5.7,1900,Office,5.019048
983,983,87.7," -71.1072385,42.3413935",401998000,"2015, 2016",5320255.0,60656.0,335.1,2215,517.172526,78,0.773568,Yes,0.226432,210 Riverway,5.5,1910,Residence Hall/Dormitory,1.29913
984,984,52.3," -71.1048271281458,42.3432739674817",402000000,"2015, 2016",1933791.2,36940.0,140.4,2215,466.354459,88,0.553402,Yes,0.446598,160-162 Riverway,3.8,1910,Residence Hall/Dormitory,3.40823
985,985,105.5," -71.1061529791132,42.3423276241097",402000000,"2015, 2016",6117872.7,58000.0,325.0,2215,417.76982,83,0.99971,Yes,0.00029,150 Riverway,5.6,2008,Residence Hall/Dormitory,3.332759
986,986,85.0," -71.0594550517241,42.3577248448276",Not Available,"2015, 2016",8262302.8,97230.0,678.3,2108,513.640227,77,0.152173,Yes,0.583804,45 School Street,7.0,1862,Office,26.91659
987,987,73.6," -71.0694672324514,42.340733",801111000,"2015, 2016",5955863.6,80974.0,320.9,2118,1113.168815,43,0.982374,Yes,0.017626,1400 Washington Street,4.0,1875,Worship Facility,0.513745
988,988,41.5," -71.06198815625,42.3566371875",304717000,"2015, 2016",3331545.6,80344.0,263.6,2108,380.224908, ,0.404053,Yes,0.595947,101 Tremont Street,3.3,1901,Office,30.669372
989,989,138.3," -71.1326938470373,42.2967649378255",2003597001,"2015, 2016",9989782.9,72254.1,610.8,2132,1018.403155,9,0.815897,Yes,0.184103,1205 Centre Street,8.5,2006,Senior Care Community,37.340442
990,990,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2135,1273.463992, ,0.0,No,0.0, ,0.0, , ,0.0
991,991,70.3," -71.0980631538502,42.3436010365922",504311000,"2015, 2016",14356634.9,204157.0,876.8,2115,1035.103642,89,0.817565,Yes,0.182435,75 Peterborough Street,4.3,2000,Multifamily Housing,42.573118
992,992,145.1," -71.031143,42.3483534",602674003,"2015, 2016",9590751.6,66087.0,864.2,2210,1017.222994, ,0.152086,Yes,0.847914,8 Seafood Way,13.1,2001,Other,165507.0392
993,993,21.2," -71.0863495625,42.3458965",401229000,"2015, 2016",3368702.4,159042.0,299.4,2116,3182.653394,100,0.180083,Yes,0.819917,8-67 St Germain Street,1.9,1900,Multifamily Housing,42.626476
994,994,29.9," -71.1160155357027,42.31438495",300168000,"2015, 2016",2322857.2,77770.0,224.7,2114,557.841268, ,0.0,Yes,1.0,19 Myrtle Street,2.9,1986,Other - Lodging/Residential,50.096438
995,995,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2116,532.817471, ,0.0,No,0.0, ,0.0, , ,0.0
996,996,99.6," -71.0668079,42.375657",202350000,"2015, 2016",3922801.0,39384.0,285.3,2129,623.893608,9,0.550192,Yes,0.449808,9 W School St,7.2,2004,Multifamily Housing,73.52986
997,997,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2118,1151.254705, ,0.0,No,0.0, ,0.0, , ,0.0
998,998,66.3," -71.1427819426717,42.3495674071052",8.03E+18,2016,994092.7,15000.0,64.1,2119,316.796673,88,0.739058,Yes,0.260942,56 Warren St,4.3,1870,Office,73.486667
999,999,93.0," -71.052353,42.35663",0304042000 0304043010 0304044000,"2014, 2015, 2016",8969254.0,96393.0,822.6,2110,472.384051, ,0.115205,Yes,0.884795,200 High Street,8.5,1900,Office,23.931198
1000,1000,92.5," -71.078028,42.340651",402660000,"2015, 2016",6935506.6,75000.0,432.8,2118,737.459393,49,0.787247,Yes,0.212753,715 Tremont Street,5.8,1976,Multifamily Housing,36.492
1001,1001,107.3," -71.0784336923077,42.3404270769231",402600000,"2015, 2016",8587881.9,80000.0,535.6,2118,749.839643,34,0.787954,Yes,0.212046,725 Tremont Street,6.7,1976,Multifamily Housing,51.20125
1002,1002,61.3," -71.0808072056012,42.3065494497879",1400731000,"2015, 2016",4335766.0,70756.0,283.9,21121,281.216118,93,0.71666,Yes,0.28334,36 Bishop Joe L. Smith Way,4.0,1920,Multifamily Housing,52.247159
1003,1003,84.4," -71.1302824,42.2978789",1900914000,"2015, 2016",4243148.9,50297.0,258.4,2130,934.07961,61,0.821796,Yes,0.178204,560 Centre St,5.1,2000,Multifamily Housing,72.982484
1004,1004,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2108,385.899291, ,0.0,No,0.0, ,0.0, , ,0.0
1005,1005,64.7," -71.0873637402351,42.2973385161478",1.40E+199,"2015, 2016",4601833.9,71139.0,247.5,2121,4498.532607,99,0.984694,Yes,0.015306,754 Blue Hill Avenue,3.5,1980,Multifamily Housing,78.203236
1006,1006,66.9," -71.077559,42.306577",1.40E+79,"2015, 2016",3939085.7,58848.0,243.5,2121,1608.771215,90,0.800472,Yes,0.199528,200 Columbia Road,4.1,2006,Multifamily Housing,46.390701
1007,1007,68.6," -71.1299528,42.3726874",2200102000,"2015, 2016",16748451.9,244038.0,1361.4,2134,1194.617817, ,0.35435,Yes,0.64565,400 Soldiers Field Rd,5.6,1990,Hotel,66.416296
1008,1008,56.6," -71.0840916195944,42.3288080050642",903146010,"2015, 2016",3943399.0,69645.0,270.7,2119,824.387521,80,0.644178,Yes,0.355822,144 Dudley St,3.9,1871,Multifamily Housing,52.524948
1009,1009,46.7," -71.0978006,42.3262952",1.10E+69,"2015, 2016",4389005.0,94000.0,286.2,2119,1313.596842,96,0.722655,Yes,0.277345,1865 Columbus Avenue,3.0,1920,Multifamily Housing,42.717021
1010,1010,124.9," -71.0873637402351,42.2973385161478",14019450001401946000140251900014027710001402774000140278800014028230001405083000      1401933000,"2015, 2016",14370941.2,115064.0,875.5,2121,3472.202892,22,0.821114,Yes,0.178886,754 Blue Hill Avenue,7.6,1920,Multifamily Housing,87.82156
1011,1011,0.0," -71.0595677,42.3604823", ,2015,0.0,0.0,0.0,2129,839.175984, ,0.0,No,0.0, ,0.0, , ,0.0
1012,1012,93.6," -71.0583778,42.3076775",1301910000,"2015, 2016",6945032.4,74185.0,463.5,2125,654.386105,33,0.687775,Yes,0.312225,915 Dorchester Avenue,6.2,1977,Multifamily Housing,56.516816
1013,1013,120.0," -71.0929772717796,42.3385607951293",401797000,"2015, 2016",8436719.7,70300.0,518.8,2115,348.20668,24,0.807905,Yes,0.192095,491 Huntington Ave,7.4,1900,Multifamily Housing,83.082504
1014,1014,70.3," -71.0837284615385,42.3326010769231",902160000,"2015, 2016",9749278.3,138710.0,592.5,2119,977.087512,80,0.824433,Yes,0.175567,735 Shawmut Ave,4.3,1974,Multifamily Housing,55.730661
1015,1015,48.9," -71.0969340662503,42.3447203891684",504225000,"2015, 2016",13341405.8,272845.0,1082.7,2215,962.026048,90,0.357326,Yes,0.642674,1282 Boylston Street,4.0,2014,Multifamily Housing,13.140061
1016,1016,71.5," -71.0640734022474,42.3779352550425",1.10E+129,"2015, 2016",11151154.2,156000.0,686.4,2130,319.171939,84,0.806591,Yes,0.193409,48 School Street,4.4,1920,Multifamily Housing,58.035897
1017,1017,65.8," -71.061446,42.353495",304500200,2016,40232086.6,611570.0,3845.0,2111,1462.615105,70,0.026909,Yes,0.97309,2 Avenue de Lafayette,6.3,1984,Office,5.64596
